proof_id,domain,theorem_name,verdict,location,explanation,score
4447,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4448,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4449,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4450,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4451,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4452,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4453,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4454,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4455,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4456,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4457,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4458,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4459,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4460,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4461,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4462,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4463,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4464,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4465,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4466,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4467,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4468,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4469,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4470,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4471,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4472,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4473,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4474,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4475,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4476,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4477,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4478,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4479,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4480,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4481,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4482,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4483,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4484,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4485,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4486,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4487,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4488,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4489,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4490,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4491,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4492,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4493,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4494,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4495,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4496,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4497,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4498,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4499,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4500,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4501,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4502,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4503,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4504,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4505,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4506,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4507,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4508,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4509,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4510,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4511,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4512,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4513,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4514,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4515,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4516,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4517,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4518,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4519,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4520,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4521,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4522,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4523,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4524,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4525,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4526,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4527,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4528,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4529,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4530,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4531,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4532,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4533,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4534,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4535,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4536,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4537,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4538,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4539,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4540,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4541,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4542,Logic,DeMorgan,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4543,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4544,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4545,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4546,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4547,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4548,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4549,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4550,Logic,DeMorgan,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4551,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4552,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4553,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4554,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4555,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4556,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4557,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4558,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4559,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
4560,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4561,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4562,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4563,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4564,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4565,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4566,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4567,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4568,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4569,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4570,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4571,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4572,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4573,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4574,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4575,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4576,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4577,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4578,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4579,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4580,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4581,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4582,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4583,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4584,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4585,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
4586,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4587,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4588,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4589,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
4590,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
4591,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
4592,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
4593,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
4594,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
4595,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
4596,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
